Specimen_Number,Specimen_Part,Identified_Name,Accepted_Name,Accepted_Rank,Length,Width,Height,Circumference,Genus,Longitude,Latitude
80761,ulna,n. gen. Microraptor n. sp. zhaoianus,Microraptor zhaoianus,species,35,,,,Microraptor,120.225601,41.494999
80762,femur,n. gen. Microraptor n. sp. zhaoianus,Microraptor zhaoianus,species,53,,,,Microraptor,120.225601,41.494999
80763,tibia,n. gen. Microraptor n. sp. zhaoianus,Microraptor zhaoianus,species,68,,,,Microraptor,120.225601,41.494999
80764,humerus,Microraptor zhaoianus,Microraptor zhaoianus,species,62.88,,,,Microraptor,121.222801,41.497799
80765,ulna,Microraptor zhaoianus,Microraptor zhaoianus,species,53.5,,,,Microraptor,121.222801,41.497799
80766,tibiotarsus,Microraptor zhaoianus,Microraptor zhaoianus,species,94.14,,,,Microraptor,121.222801,41.497799
80767,humerus,Microraptor n. sp. gui,Microraptor gui,species,77,,,,Microraptor,120.175301,41.423901
80768,radius,Microraptor n. sp. gui,Microraptor gui,species,74.9,,,,Microraptor,120.175301,41.423901
80769,ulna,Microraptor n. sp. gui,Microraptor gui,species,77.6,,,,Microraptor,120.175301,41.423901
80770,tibiotarsus,Microraptor n. sp. gui,Microraptor gui,species,126,,,,Microraptor,120.175301,41.423901
80771,radius,Microraptor zhaoianus,Microraptor zhaoianus,species,48.3,,,,Microraptor,121.222801,41.497799
80772,femur,Microraptor zhaoianus,Microraptor zhaoianus,species,74.4,,,,Microraptor,121.222801,41.497799
80773,tibiotarsus,Microraptor zhaoianus,Microraptor zhaoianus,species,95.51,,,,Microraptor,121.222801,41.497799
80774,fibula,Microraptor zhaoianus,Microraptor zhaoianus,species,87.2,,,,Microraptor,121.222801,41.497799
80775,femur,Microraptor zhaoianus,Microraptor zhaoianus,species,74.77,,,,Microraptor,121.222801,41.497799
80776,humerus,Microraptor zhaoianus,Microraptor zhaoianus,species,61.25,,,,Microraptor,121.222801,41.497799
80777,humerus,Microraptor zhaoianus,Microraptor zhaoianus,species,62.06,,,,Microraptor,121.222801,41.497799
80778,radius,Microraptor zhaoianus,Microraptor zhaoianus,species,48.01,,,,Microraptor,121.222801,41.497799
80779,ulna,Microraptor zhaoianus,Microraptor zhaoianus,species,53.78,,,,Microraptor,121.222801,41.497799
80780,fibula,Microraptor zhaoianus,Microraptor zhaoianus,species,85.67,,,,Microraptor,121.222801,41.497799
80781,femur,Microraptor zhaoianus,Microraptor zhaoianus,species,74.26,,,,Microraptor,121.222801,41.497799
80782,femur,Microraptor zhaoianus,Microraptor zhaoianus,species,74.75,,,,Microraptor,121.222801,41.497799
80783,tibiotarsus,Microraptor zhaoianus,Microraptor zhaoianus,species,94.22,,,,Microraptor,121.222801,41.497799
80784,femur,n. gen. Cryptovolans n. sp. pauli,Microraptor zhaoianus,species,100,,,,Microraptor,120.427139,43.636063
80785,tibia,n. gen. Cryptovolans n. sp. pauli,Microraptor zhaoianus,species,132,,,,Microraptor,120.427139,43.636063
80786,humerus,n. gen. Cryptovolans n. sp. pauli,Microraptor zhaoianus,species,74,,,,Microraptor,120.427139,43.636063
80787,radius,n. gen. Cryptovolans n. sp. pauli,Microraptor zhaoianus,species,66,,,,Microraptor,120.427139,43.636063
80788,femur,n. gen. Cryptovolans n. sp. pauli,Microraptor zhaoianus,species,89,,,,Microraptor,120.427139,43.636063
80789,tibia,n. gen. Cryptovolans n. sp. pauli,Microraptor zhaoianus,species,105,,,,Microraptor,120.427139,43.636063
80657,skull,n. gen. Archaeornithoides n. sp. deinosauriscus,Archaeornithoides deinosauriscus,species,50,,,,Archaeornithoides,103.692329,44.156948
18600,femur,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,326.0,,31.5,106.0,Archaeornithomimus,112.427498,43.831390
18601,femur,Ornithomimus asiaticus,Archaeornithomimus asiaticus,species,301,,,103,Archaeornithomimus,112.183334,43.741669
18602,tibia,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,403.0,,24.0,89.0,Archaeornithomimus,112.427498,43.831390
18603,tibia,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,305,,,89,Archaeornithomimus,112.427498,43.831390
18604,tibia,Ornithomimus asiaticus,Archaeornithomimus asiaticus,species,463,,,115,Archaeornithomimus,112.183334,43.741669
18605,tibia,UNKNOWN,Archaeornithomimus asiaticus,species,428,,,104,Archaeornithomimus,,
18606,tibia,UNKNOWN,Archaeornithomimus asiaticus,species,421,,,102,Archaeornithomimus,,
18767,humerus,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,256.0,,17.0,,Archaeornithomimus,112.427498,43.831390
18768,radius,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,205.0,,11.4,,Archaeornithomimus,112.427498,43.831390
18769,ulna,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,217.0,,12.0,,Archaeornithomimus,112.427498,43.831390
18770,humerus,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,272.0,,21.3,,Archaeornithomimus,112.427498,43.831390
18771,radius,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,140.0,,7.5,,Archaeornithomimus,112.427498,43.831390
18772,ulna,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,148.0,,7.9,,Archaeornithomimus,112.427498,43.831390
18773,scapula,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,132.0,,14.8,,Archaeornithomimus,112.427498,43.831390
18774,coracoid,Ornithomimus n. sp. asiaticus,Archaeornithomimus asiaticus,species,110.6,,64.5,,Archaeornithomimus,112.427498,43.831390
88495,skull,n. gen. Arenysaurus n. sp. ardevoli,Arenysaurus ardevoli,species,600,,,,Arenysaurus,0.733330,42.266670
88496,skull,n. gen. Arenysaurus n. sp. ardevoli,Arenysaurus ardevoli,species,600,,,,Arenysaurus,0.733330,42.266670
88497,scapula,n. gen. Arenysaurus n. sp. ardevoli,Arenysaurus ardevoli,species,525,,,,Arenysaurus,0.733330,42.266670
88498,humerus,n. gen. Arenysaurus n. sp. ardevoli,Arenysaurus ardevoli,species,300,,,,Arenysaurus,0.733330,42.266670
88499,femur,n. gen. Arenysaurus n. sp. ardevoli,Arenysaurus ardevoli,species,711,,,,Arenysaurus,0.733330,42.266670
82477,tibia,n. gen. Argentinosaurus n. sp. huinculensis,Argentinosaurus huinculensis,species,1550,,,,Argentinosaurus,-69.059998,-38.916672
55981,femur,n. gen. Atacamatitan n. sp. chilensis,Atacamatitan chilensis,species,1100,,125,,Atacamatitan,-68.733330,-21.933332
83476,skull,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,690,,,,Atlasaurus,-6.282146,32.041893
83477,humerus,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,1973.4,,,565.0,Atlasaurus,-6.282146,32.041893
83478,femur,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,1943,,,690,Atlasaurus,-6.282146,32.041893
83479,ulna,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,1244.7,,,,Atlasaurus,-6.282146,32.041893
83480,radius,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,1214.4,,,,Atlasaurus,-6.282146,32.041893
83481,tibia,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,1153.7,,,,Atlasaurus,-6.282146,32.041893
83482,fibula,n. gen. Atlasaurus n. sp. imelakei,Atlasaurus imelakei,species,1093,,,,Atlasaurus,-6.282146,32.041893
80811,skull,n. gen. Atrociraptor n. sp. marshalli,Atrociraptor marshalli,species,210,,,,Atrociraptor,-112.842682,51.509140
82474,tibia,n. gen. Atsinganosaurus n. sp. velauciensis,Atsinganosaurus velauciensis,species,530,,,,Atsinganosaurus,6.106141,43.606697
84453,skull,n. gen. Auroraceratops n. sp. rugosus,Auroraceratops rugosus,species,197,,,,Auroraceratops,97.666664,41.583332
80212,radius,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,213.0,,21.32,,Australovenator,142.528610,-22.199722
80213,ulna,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,269.0,,29.5,,Australovenator,142.528610,-22.199722
80214,femora,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,578,,75,,Australovenator,142.528610,-22.199722
80215,tibia,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,564,,,153,Australovenator,142.528610,-22.199722
80216,fibula,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,538,,,,Australovenator,142.528610,-22.199722
80217,tibia,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,569,,,165,Australovenator,142.528610,-22.199722
80218,ulna,n. gen. Australovenator n. sp. wintonensis,Australovenator wintonensis,species,268.0,,26.4,,Australovenator,142.528610,-22.199722
78417,humerus,n. gen. Austroraptor n. sp. cabazai,Austroraptor cabazai,species,257.6,,,,Austroraptor,-66.800835,-40.057777
78418,femur,n. gen. Austroraptor n. sp. cabazai,Austroraptor cabazai,species,560,,,,Austroraptor,-66.800835,-40.057777
78419,tibia,n. gen. Austroraptor n. sp. cabazai,Austroraptor cabazai,species,569,,,,Austroraptor,-66.800835,-40.057777
18750,scapula,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,365,,110,,Avaceratops,-109.900002,46.200001
18751,coracoid,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,99,,,,Avaceratops,-109.900002,46.200001
18752,humerus,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,285,,,,Avaceratops,-109.900002,46.200001
18753,ulna,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,230,,,,Avaceratops,-109.900002,46.200001
18754,radius,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,198,,,,Avaceratops,-109.900002,46.200001
18755,femur,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,414,,,,Avaceratops,-109.900002,46.200001
18756,tibia,n. gen. Avaceratops n. sp. lammersi,Avaceratops lammersi,species,285,,,,Avaceratops,-109.900002,46.200001
78392,skull,Avimimus sp.,Avimimus,genus,50,,,,Avimimus,107.766670,43.591110
78393,tibia,Avimimus sp.,Avimimus,genus,257,,,,Avimimus,107.766670,43.591110
18979,metatarsus,n. gen. Avisaurus n. sp. archibaldi,Avisaurus archibaldi,species,75,,,,Avisaurus,-107.000000,47.599998
84443,skull,n. gen. Bagaceratops n. sp. rozhdestvenskyi,Bagaceratops rozhdestvenskyi,species,150,,,,Bagaceratops,99.750000,43.250000
80658,humerus,n. gen. Balaur n. sp. bondoc,Balaur bondoc,species,117,,,,Balaur,23.570463,45.993664
80659,tibia,n. gen. Balaur n. sp. bondoc,Balaur bondoc,species,153,,,,Balaur,23.570463,45.993664
18992,femur,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,170,,,,Bambiraptor,-112.276108,47.990002
18993,humerus,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,145,,,,Bambiraptor,-112.276108,47.990002
18994,tibia,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,225,,,,Bambiraptor,-112.276108,47.990002
80733,skull,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,125,,,,Bambiraptor,-112.276108,47.990002
80734,scapula,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,87,,,,Bambiraptor,-112.276108,47.990002
80735,coracoid,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,40,,,,Bambiraptor,-112.276108,47.990002
80736,humerus,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,105,,,,Bambiraptor,-112.276108,47.990002
80737,ulna,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,95,,,,Bambiraptor,-112.276108,47.990002
80738,femur,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,119,,,,Bambiraptor,-112.276108,47.990002
80739,tibia,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,168,,,,Bambiraptor,-112.276108,47.990002
80740,femur,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,170,,,,Bambiraptor,-112.276108,47.990002
80741,humerus,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,145,,,,Bambiraptor,-112.276108,47.990002
80742,tibia,n. gen. Bambiraptor n. sp. feinbergi,Bambiraptor feinbergi,species,225,,,,Bambiraptor,-112.276108,47.990002
80621,skull,n. gen. Banji n. sp. long,Banji long,species,65,,,,Banji,114.933334,25.816668
83703,scapula,n. gen. Barapasaurus n. sp. tagorei,Barapasaurus tagorei,species,1100,,280,,Barapasaurus,79.966667,18.850000
83704,coracoid,n. gen. Barapasaurus n. sp. tagorei,Barapasaurus tagorei,species,366,,533,,Barapasaurus,79.966667,18.850000
78385,humerus,n. gen. Baryonyx n. sp. walkeri,Baryonyx walkeri,species,483,,,,Baryonyx,-0.350000,51.133331
78386,radius,n. gen. Baryonyx n. sp. walkeri,Baryonyx walkeri,species,225,,,,Baryonyx,-0.350000,51.133331
79462,skull,n. gen. Baryonyx n. sp. walkeri,Baryonyx walkeri,species,915,,,,Baryonyx,-0.350000,51.133331
79463,ulna,n. gen. Baryonyx n. sp. walkeri,Baryonyx walkeri,species,283,,,,Baryonyx,-0.350000,51.133331
80550,skull,UNKNOWN,Beipiaosaurus inexpectus,species,265,,,,Beipiaosaurus,,
80551,femur,UNKNOWN,Beipiaosaurus inexpectus,species,265,,,,Beipiaosaurus,,
80552,tibia,UNKNOWN,Beipiaosaurus inexpectus,species,275,,,,Beipiaosaurus,,
80496,scapula,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,622,,,,Beishanlong,98.413506,39.771988
80497,coracoid,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,245,,,,Beishanlong,98.413506,39.771988
80498,humerus,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,465,,,,Beishanlong,98.413506,39.771988
80499,radius,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,338,,,,Beishanlong,98.413506,39.771988
80500,ulna,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,382,,,,Beishanlong,98.413506,39.771988
80501,femur,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,660,,,,Beishanlong,98.413506,39.771988
80502,tibia,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,660,,,,Beishanlong,98.413506,39.771988
80503,fibual,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,622,,,,Beishanlong,98.413506,39.771988
80504,coracoid,n. gen. Beishanlong n. sp. grandis,Beishanlong grandis,species,243,,,,Beishanlong,98.413506,39.771988
82925,skull,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,178,,,,Bellusaurus,89.183075,44.876457
82926,humerus,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,355,,,,Bellusaurus,89.183075,44.876457
82927,ulna,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,270,,,,Bellusaurus,89.183075,44.876457
82928,radius,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,255,,,,Bellusaurus,89.183075,44.876457
82929,scapula,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,480,,,,Bellusaurus,89.183075,44.876457
82930,femur,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,550,,,,Bellusaurus,89.183075,44.876457
82931,tibia,n. gen. Bellusaurus n. sp. sui,Bellusaurus sui,species,395,,,,Bellusaurus,89.183075,44.876457
78813,femur,n. gen. Berberosaurus n. sp. liassicus,Berberosaurus liassicus,species,505,,,,Berberosaurus,-6.590800,31.264700
78814,fibula,n. gen. Berberosaurus n. sp. liassicus,Berberosaurus liassicus,species,447,,,,Berberosaurus,-6.590800,31.264700
18766,femur,Bistahieversor sealeyi,Bistahieversor sealeyi,species,1080,,,344,Bistahieversor,-107.966393,36.060280
80267,skull,n. gen. Bistahieversor n. sp. sealeyi,Bistahieversor sealeyi,species,1070,,,,Bistahieversor,-108.549721,36.292500
83705,tibia,n. gen. Blikanasaurus n. sp. cromptoni,Blikanasaurus cromptoni,species,376,,,,Blikanasaurus,27.616667,-30.566668
80848,tibiotarsus,n. gen. Borogovia n. sp. gracilicrus,Borogovia gracilicrus,species,280,,27,,Borogovia,100.456665,43.601665
19061,humerus,n. gen. Brachiosaurus n. sp. altithorax,Brachiosaurus altithorax,species,2040,,240,,Brachiosaurus,-108.650299,39.068802
19062,ilium,n. gen. Brachiosaurus n. sp. altithorax,Brachiosaurus altithorax,species,1124,,,,Brachiosaurus,-108.650299,39.068802
19063,femur,n. gen. Brachiosaurus n. sp. altithorax,Brachiosaurus altithorax,species,2030,,,,Brachiosaurus,-108.650299,39.068802
19064,scapula,Brachiosaurus ? altithorax,Brachiosaurus altithorax,species,2190,,,,Brachiosaurus,-108.194443,38.638058
19065,humerus,Brachiosaurus ? altithorax,Brachiosaurus altithorax,species,2420,,,,Brachiosaurus,-108.194443,38.638058
19066,femur,Brachiosaurus ? altithorax,Brachiosaurus altithorax,species,2370,,,,Brachiosaurus,-108.194443,38.638058
71281,coracoid,n. gen. Brachiosaurus n. sp. altithorax,Brachiosaurus altithorax,species,870,,,,Brachiosaurus,-108.650299,39.068802
18757,ulna,n. gen. Brachyceratops n. sp. montanensis,Brachyceratops,genus,213,,,,Brachyceratops,-112.664398,48.964600
18758,femur,n. gen. Brachyceratops n. sp. montanensis,Brachyceratops,genus,337,,,,Brachyceratops,-112.664398,48.964600
18759,tibia,n. gen. Brachyceratops n. sp. montanensis,Brachyceratops,genus,268,,,,Brachyceratops,-112.664398,48.964600
